codigo_cnae,descricao_cnae,observacoes_cnae,legislacao_id,risco_cnae 
2722-8/01,Fabricação de baterias e acumuladores para veículos automotores,,2,2
2722-8/02,Recondicionamento de baterias e acumuladores para veículos automotores,,2,2
2731-7/00,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,,2,2
2732-5/00,Fabricação de material elétrico para instalações em circuito de consumo,,2,2
2733-3/00,"Fabricação de fios, cabos e condutores elétricos isolados",,2,2
2740-6/01,Fabricação de lâmpadas,,2,2
2740-6/02,Fabricação de luminárias e outros equipamentos de iluminação,,2,2
2751-1/00,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios",,2,2
2759-7/01,"Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios",,2,2
2759-7/99,"Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios",,2,2
2790-2/01,"Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores",,2,2
2790-2/02,Fabricação de equipamentos para sinalização e alarme,,2,2
2790-2/99,Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente,,2,2
2811-9/00,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários",,2,2
2812-7/00,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",,2,2
2813-5/00,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios",,2,2
2814-3/01,"Fabricação de compressores para uso industrial, peças e acessórios",,2,2
2814-3/02,"Fabricação de compressores para uso não industrial, peças e acessórios",,2,2
2815-1/01,Fabricação de rolamentos para fins industriais,,2,2
2815-1/02,"Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos",,2,2
2821-6/01,"Fabricação de fornos industriais, aparelhos e equipamentos não elétricos para instalações térmicas, peças e acessórios",,2,2
2821-6/02,"Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios",,2,2
2822-4/01,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios",,2,2
2822-4/02,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",,2,2
2823-2/00,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",,2,2
2824-1/01,Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial,,2,2
2824-1/02,Fabricação de aparelhos e equipamentos de ar condicionado para uso não industrial,,2,2
2825-9/00,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios",,2,2
2829-1/01,"Fabricação de máquinas de escrever, calcular e outros equipamentos não eletrônicos para escritório, peças e acessórios",,2,2
2829-1/99,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios",,2,2
2831-3/00,"Fabricação de tratores agrícolas, peças e acessórios",,2,2
2832-1/00,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios",,2,2
2833-0/00,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",,2,2
2840-2/00,"Fabricação de máquinas-ferramenta, peças e acessórios",,2,2
2851-8/00,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios",,2,2
2852-6/00,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo",,2,2
2853-4/00,"Fabricação de tratores, peças e acessórios, exceto agrícolas",,2,2
2854-2/00,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores",,2,2
2861-5/00,"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta",,2,2
2862-3/00,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",,2,2
2863-1/00,"Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios",,2,2
2864-0/00,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios",,2,2
2865-8/00,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios",,2,2
2866-6/00,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios",,2,2
2869-1/00,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",,2,2
2910-7/01,"Fabricação de automóveis, camionetas e utilitários",,2,2
2910-7/02,"Fabricação de chassis com motor para automóveis, camionetas e utilitários",,2,2
2910-7/03,"Fabricação de motores para automóveis, camionetas e utilitários",,2,2
2920-4/01,Fabricação de caminhões e ônibus,,2,2
2920-4/02,Fabricação de motores para caminhões e ônibus,,2,2
2930-1/01,"Fabricação de cabines, carrocerias e reboques para caminhões",,2,2
2930-1/02,Fabricação de carrocerias para ônibus,,2,2
2930-1/03,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus",,2,2
2941-7/00,Fabricação de peças e acessórios para o sistema motor de veículos automotores,,2,2
2942-5/00,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,,2,2
2943-3/00,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,,2,2
2944-1/00,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,,2,2
2945-0/00,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",,2,2
2949-2/01,Fabricação de bancos e estofados para veículos automotores,,2,2
2949-2/99,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,,2,2
2950-6/00,Recondicionamento e recuperação de motores para veículos automotores,,2,2
3011-3/01,Construção de embarcações de grande porte,,2,2
3011-3/02,"Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte",,2,2
3012-1/00,Construção de embarcações para esporte e lazer,,2,2
3031-8/00,"Fabricação de locomotivas, vagões e outros materiais rodantes",,2,2
3032-6/00,Fabricação de peças e acessórios para veículos ferroviários,,2,2
3041-5/00,Fabricação de aeronaves,,2,2
3042-3/00,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves",,2,2
3050-4/00,Fabricação de veículos militares de combate,,2,2
3091-1/01,Fabricação de motocicletas,,2,2
3091-1/02,Fabricação de peças e acessórios para motocicletas,,2,2
3092-0/00,"Fabricação de bicicletas e triciclos não motorizados, peças e acessórios",,2,2
3099-7/00,Fabricação de equipamentos de transporte não especificados anteriormente,,2,2
3101-2/00,Fabricação de móveis com predominância de madeira,,2,2
3102-1/00,Fabricação de móveis com predominância de metal,,2,2
3103-9/00,"Fabricação de móveis de outros materiais, exceto madeira e metal",,2,2
3104-7/00,Fabricação de colchões,,2,2
3211-6/01,Lapidação de gemas,,2,2
3211-6/02,Fabricação de artefatos de joalheria e ourivesaria,,2,2
3211-6/03,Cunhagem de moedas e medalhas,,2,2
3212-4/00,Fabricação de bijuterias e artefatos semelhantes,,2,2
3220-5/00,"Fabricação de instrumentos musicais, peças e acessórios",,2,2
3230-2/00,Fabricação de artefatos para pesca e esporte,,2,2
3240-0/01,Fabricação de jogos eletrônicos,,2,2
3240-0/02,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação",,2,2
3240-0/03,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação",,2,2
3240-0/99,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,,2,2
3250-7/01,"Fabricação de instrumentos não eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório",,2,2
3250-7/02,"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório",,2,2
3250-7/03,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda,,2,2
3250-7/04,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda",,2,2
3250-7/05,Fabricação de materiais para medicina e odontologia,,2,2
3250-7/06,Serviços de prótese dentária,,2,2
3250-7/07,Fabricação de artigos ópticos,,2,2
3250-7/09,Serviço de laboratório óptico,,2,2
3291-4/00,"Fabricação de escovas, pincéis e vassouras",,2,2
3292-2/01,Fabricação de roupas de proteção e segurança e resistentes a fogo,,2,2
3292-2/02,Fabricação de equipamentos e acessórios para segurança pessoal e profissional,,2,2
3299-0/01,Fabricação de guarda-chuvas e similares,,2,2
3299-0/02,"Fabricação de canetas, lápis e outros artigos para escritório",,2,2
3299-0/03,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",,2,2
3299-0/04,Fabricação de painéis e letreiros luminosos,,2,2
3299-0/05,Fabricação de aviamentos para costura,,2,2
3299-0/06,"Fabricação de velas, inclusive decorativas",,2,2
3299-0/99,Fabricação de produtos diversos não especificados anteriormente,,2,2
3311-2/00,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos",,2,2
3312-1/02,"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle",,2,2
3312-1/03,Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,,2,2
3312-1/04,Manutenção e reparação de equipamentos e instrumentos ópticos,,2,2
3313-9/01,"Manutenção e reparação de geradores, transformadores e motores elétricos",,2,2
3313-9/02,"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos",,2,2
3313-9/99,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente",,2,2
3314-7/01,Manutenção e reparação de máquinas motrizes não elétricas,,2,2
3314-7/02,"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas",,2,2
3314-7/03,Manutenção e reparação de válvulas industriais,,2,2
3314-7/04,Manutenção e reparação de compressores,,2,2
3314-7/05,Manutenção e reparação de equipamentos de transmissão para fins industriais,,2,2
3314-7/06,"Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas",,2,2
3314-7/07,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,,2,2
3314-7/08,"Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas",,2,2
3314-7/09,"Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não eletrônicos para escritório",,2,2
3314-7/10,Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente,,2,2
3314-7/11,Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária,,2,2
3314-7/12,Manutenção e reparação de tratores agrícolas,,2,2
3314-7/13,Manutenção e reparação de máquinas-ferramenta,,2,2
3314-7/14,Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo,,2,2
3314-7/15,"Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",,2,2
3314-7/16,"Manutenção e reparação de tratores, exceto agrícolas",,2,2
3314-7/17,"Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores",,2,2
3314-7/18,"Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta",,2,2
3314-7/19,"Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",,2,2
3314-7/20,"Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados",,2,2
3314-7/21,"Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos",,2,2
3314-7/22,Manutenção e reparação de máquinas e aparelhos para a indústria do plástico,,2,2
3314-7/99,Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente,,2,2
3315-5/00,Manutenção e reparação de veículos ferroviários,,2,2
3316-3/01,"Manutenção e reparação de aeronaves, exceto a manutenção na pista",,2,2
3316-3/02,Manutenção de aeronaves na pista,,2,2
3317-1/01,Manutenção e reparação de embarcações e estruturas flutuantes,,2,2
3317-1/02,Manutenção e reparação de embarcações para esporte e lazer,,2,2
3319-8/00,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,,2,2
3321-0/00,Instalação de máquinas e equipamentos industriais,,2,2
3329-5/01,Serviços de montagem de móveis de qualquer material,,2,2
3329-5/99,Instalação de outros equipamentos não especificados anteriormente,,2,2
3511-5/01,Geração de energia elétrica,,2,2
3511-5/02,Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica,,2,2
3512-3/00,Transmissão de energia elétrica,,2,2
3513-1/00,Comércio atacadista de energia elétrica,,2,2
3514-0/00,Distribuição de energia elétrica,,2,2
3520-4/01,Produção de gás processamento de gás natural,,2,2
3520-4/02,Distribuição de combustíveis gasosos por redes urbanas,,2,2
3530-1/00,"Produção e distribuição de vapor, água quente e ar condicionado",,2,2
3600-6/01,"Captação, tratamento e distribuição de água",,2,2
3600-6/02,Distribuição de água por caminhões,,2,2
3701-1/00,Gestão de redes de esgoto,,2,2
3702-9/00,"Atividades relacionadas a esgoto, exceto a gestão de redes",,2,2
3811-4/00,Coleta de resíduos não perigosos,,2,2
3812-2/00,Coleta de resíduos perigosos,,2,2
3821-1/00,Tratamento e disposição de resíduos não perigosos,,2,2
3822-0/00,Tratamento e disposição de resíduos perigosos,,2,2
3831-9/01,Recuperação de sucatas de alumínio,,2,2
3831-9/99,"Recuperação de materiais metálicos, exceto alumínio",,2,2
3832-7/00,Recuperação de materiais plásticos,,2,2
3839-4/01,Usinas de compostagem,,2,2
3839-4/99,Recuperação de materiais não especificados anteriormente,,2,2
3900-5/00,Descontaminação e outros serviços de gestão de resíduos,,2,2
4110-7/00,Incorporação de empreendimentos imobiliários,,2,2
4120-4/00,Construção de edifícios,,2,2
4211-1/01,Construção de rodovias e ferrovias,,2,2
4211-1/02,Pintura para sinalização em pistas rodoviárias e aeroportos,,2,2
4212-0/00,Construção de obras de arte especiais,,2,2
4213-8/00,"Obras de urbanização - ruas, praças e calçadas",,2,2
4221-9/01,"Construção de barragens e represas para geração de energia 
elétrica",,2,2
4221-9/02,Construção de estações e redes de distribuição de energia elétrica,,2,2
4221-9/03,Manutenção de redes de distribuição de energia elétrica,,2,2
4221-9/04,Construção de estações e redes de telecomunicações,,2,2
4221-9/05,Manutenção de estações e redes de telecomunicações,,2,2
4222-7/01,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação",,2,2
4222-7/02,Obras de irrigação,,2,2
4223-5/00,"Construção de redes de transportes por dutos, exceto para água e esgoto",,2,2
4291-0/00,"Obras portuárias, marítimas e fluviais",,2,2
4292-8/01,Montagem de estruturas metálicas,,2,2
4292-8/02,Obras de montagem industrial,,2,2
4299-5/01,Construção de instalações esportivas e recreativas,,2,2
4299-5/99,Outras obras de engenharia civil não especificadas anteriormente,,2,2
4311-8/01,Demolição de edifícios e outras estruturas,,2,2
4311-8/02,Preparação de canteiro e limpeza de terreno,,2,2
4312-6/00,Perfurações e sondagens,,2,2
4313-4/00,Obras de terraplenagem,,2,2
4319-3/00,Serviços de preparação do terreno não especificados anteriormente,,2,2
4321-5/00,Instalação e manutenção elétrica,,2,2
4322-3/01,"Instalações hidráulicas, sanitárias e de gás",,2,2
4322-3/02,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",,2,2
4322-3/03,Instalações de sistema de prevenção contra incêndio,,2,2
4329-1/01,Instalação de painéis publicitários,,2,2
4329-1/02,"Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre",,2,2
4329-1/03,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes",,2,2
4329-1/04,"Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos",,2,2
4329-1/05,"Tratamentos térmicos, acústicos ou de vibração",,2,2
4329-1/99,Outras obras de instalações em construções não especificadas anteriormente,,2,2
4330-4/01,Impermeabilização em obras de engenharia civil,,2,2
4330-4/02,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material",,2,2
4330-4/03,Obras de acabamento em gesso e estuque,,2,2
4330-4/04,Serviços de pintura de edifícios em geral,,2,2
4330-4/05,Aplicação de revestimentos e de resinas em interiores e exteriores,,2,2
4330-4/99,Outras obras de acabamento da construção,,2,2
4391-6/00,Obras de fundações,,2,2
4399-1/01,Administração de obras,,2,2
4399-1/02,Montagem e desmontagem de andaimes e outras estruturas temporárias,,2,2
4399-1/03,Obras de alvenaria,,2,2
4399-1/04,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,,2,2
4399-1/05,Perfuração e construção de poços de água,,2,2
4399-1/99,Serviços especializados para construção não especificados anteriormente,,2,2
4511-1/01,"Comércio a varejo de automóveis, camionetas e utilitários novos",,2,2
4511-1/02,"Comércio a varejo de automóveis, camionetas e utilitários usados",,2,2
4511-1/03,"Comércio por atacado de automóveis, camionetas e utilitários novos e usados",,2,2
4511-1/04,Comércio por atacado de caminhões novos e usados,,2,2
4511-1/05,Comércio por atacado de reboques e semireboques novos e usados,,2,2
4511-1/06,Comércio por atacado de ônibus e micro-ônibus novos e usados,,2,2
4512-9/01,Representantes comerciais e agentes do comércio de veículos automotores,,2,2
4512-9/02,Comércio sob consignação de veículos automotores,,2,2
4520-0/01,Serviços de manutenção e reparação mecânica de veículos automotores,,2,2
4520-0/02,Serviços de lanternagem ou funilaria e pintura de veículos automotores,,2,2
4520-0/03,Serviços de manutenção e reparação elétrica de veículos automotores,,2,2
4520-0/04,Serviços de alinhamento e balanceamento de veículos automotores,,2,2
4520-0/05,"Serviços de lavagem, lubrificação e polimento de veículos automotores",,2,2
4520-0/06,Serviços de borracharia para veículos automotores,,2,2
4520-0/07,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",,2,2
4520-0/08,Serviços de capotaria,,2,2
4530-7/01,Comércio por atacado de peças e acessórios novos para veículos automotores,,2,2
4530-7/02,Comércio por atacado de pneumáticos e câmaras-de-ar,,2,2
4530-7/03,Comércio a varejo de peças e acessórios novos para veículos automotores,,2,2
4530-7/04,Comércio a varejo de peças e acessórios usados para veículos automotores,,2,2
4530-7/05,Comércio a varejo de pneumáticos e câmaras-de-ar,,2,2
4530-7/06,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores,,2,2
4541-2/01,Comércio por atacado de motocicletas e motonetas,,2,2
4541-2/02,Comércio por atacado de peças e acessórios para motocicletas e motonetas,,2,2
4541-2/03,Comércio a varejo de motocicletas e motonetas novas,,2,2
4541-2/04,Comércio a varejo de motocicletas e motonetas usadas,,2,2
4541-2/06,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas,,2,2
4541-2/07,Comércio a varejo de peças e acessórios usados para motocicletas e motonetas,,2,2
4542-1/01,"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios",,2,2
4542-1/02,Comércio sob consignação de motocicletas e motonetas,,2,2
4543-9/00,Manutenção e reparação de motocicletas e motonetas,,2,2
4611-7/00,Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos,,2,2
4612-5/00,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",,2,2
4613-3/00,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",,2,2
4614-1/00,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",,2,2
4615-0/00,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",,2,2
4616-8/00,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",,2,2
4617-6/00,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",,2,2
4618-4/01,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria",,2,2
4618-4/02,Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares,,2,2
4618-4/03,"Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações",,2,2
4618-4/99,Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,,2,2
4619-2/00,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,,2,2
4621-4/00,Comércio atacadista de café em grão,,2,2
4622-2/00,Comércio atacadista de soja,,2,2
4623-1/01,Comércio atacadista de animais vivos,,2,2
4623-1/02,"Comércio atacadista de couros, lãs, peles e outros subprodutos não comestíveis de origem animal",,2,2
4623-1/03,Comércio atacadista de algodão,,2,2
4623-1/04,Comércio atacadista de fumo em folha não beneficiado,,2,2
4623-1/05,Comércio atacadista de cacau,,2,2
4623-1/06,"Comércio atacadista de sementes, flores, plantas e gramas",,2,2
4623-1/07,Comércio atacadista de sisal,,2,2
4623-1/08,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada,,2,2
4623-1/09,Comércio atacadista de alimentos para animais,,2,2
4623-1/99,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,,2,2
4631-1/00,Comércio atacadista de leite e laticínios,,2,2
4632-0/01,Comércio atacadista de cereais e leguminosas beneficiados,,2,2
4632-0/02,"Comércio atacadista de farinhas, amidos e féculas",,2,2
4632-0/03,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada",,2,2
4633-8/01,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",,2,2
4633-8/02,Comércio atacadista de aves vivas e ovos,,2,2
4633-8/03,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,,2,2
4634-6/01,Comércio atacadista de carnes bovinas e suínas e derivados,,2,2
4634-6/02,Comércio atacadista de aves abatidas e derivados,,2,2
4634-6/03,Comércio atacadista de pescados e frutos do mar,,2,2
4634-6/99,Comércio atacadista de carnes e derivados de outros animais,,2,2
4635-4/01,Comércio atacadista de água mineral,,2,2
4635-4/02,"Comércio atacadista de cerveja, chope e refrigerante",,2,2
4635-4/03,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,,2,2
4635-4/99,Comércio atacadista de bebidas não especificadas anteriormente,,2,2
4636-2/01,Comércio atacadista de fumo beneficiado,,2,2
4636-2/02,"Comércio atacadista de cigarros, cigarrilhas e charutos",,2,2
4637-1/01,"Comércio atacadista de café torrado, moído e solúvel",,2,2
4637-1/02,Comércio atacadista de açúcar,,2,2
4637-1/03,Comércio atacadista de óleos e gorduras,,2,2
4637-1/04,"Comércio atacadista de pães, bolos, biscoitos e similares",,2,2
4637-1/05,Comércio atacadista de massas alimentícias,,2,2
4637-1/06,Comércio atacadista de sorvetes,,2,2
4637-1/07,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",,2,2
4637-1/99,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,,2,2
4639-7/01,Comércio atacadista de produtos alimentícios em geral,,2,2
4639-7/02,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",,2,2
4641-9/01,Comércio atacadista de tecidos,,2,2
4641-9/02,"Comércio atacadista de artigos de cama, mesa e banho",,2,2
4641-9/03,Comércio atacadista de artigos de armarinho,,2,2
4642-7/01,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",,2,2
4642-7/02,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,,2,2
4643-5/01,Comércio atacadista de calçados,,2,2
4643-5/02,"Comércio atacadista de bolsas, malas e artigos de viagem",,2,2
4644-3/01,Comércio atacadista de medicamentos e drogas de uso humano,,2,2
4644-3/02,Comércio atacadista de medicamentos e drogas de uso veterinário,,2,2
4645-1/01,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",,2,2
4645-1/02,Comércio atacadista de próteses e artigos de ortopedia,,2,2
4645-1/03,Comércio atacadista de produtos odontológicos,,2,2
4646-0/01,Comércio atacadista de cosméticos e produtos de perfumaria,,2,2
4646-0/02,Comércio atacadista de produtos de higiene pessoal,,2,2
4647-8/01,Comércio atacadista de artigos de escritório e de papelaria,,2,2
4647-8/02,"Comércio atacadista de livros, jornais e outras publicações",,2,2
4649-4/01,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,,2,2
4649-4/02,Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico,,2,2
4649-4/03,"Comércio atacadista de bicicletas, triciclos e outros veículos recreativos",,2,2
4649-4/04,Comércio atacadista de móveis e artigos de colchoaria,,2,2
4649-4/05,"Comércio atacadista de artigos de tapeçaria, persianas e cortinas",,2,2
4649-4/06,"Comércio atacadista de lustres, luminárias e abajures",,2,2
4649-4/07,"Comércio atacadista de filmes, CDs, DVDs, fitas e discos",,2,2
4649-4/08,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",,2,2
4649-4/09,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada",,2,2
4649-4/10,"Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas",,2,2
4649-4/99,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,,2,2
4651-6/01,Comércio atacadista de equipamentos de informática,,2,2
4651-6/02,Comércio atacadista de suprimentos para informática,,2,2
4652-4/00,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,,2,2
4661-3/00,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",,2,2
4662-1/00,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",,2,2
4663-0/00,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,,2,2
4664-8/00,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",,2,2
4665-6/00,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,,2,2
4669-9/01,Comércio atacadista de bombas e compressores; partes e peças,,2,2
4669-9/99,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,,2,2
4671-1/00,Comércio atacadista de madeira e produtos derivados,,2,2
4672-9/00,Comércio atacadista de ferragens e ferramentas,,2,2
4673-7/00,Comércio atacadista de material elétrico,,2,2
4674-5/00,Comércio atacadista de cimento,,2,2
4679-6/01,"Comércio atacadista de tintas, vernizes e similares",,2,2
4679-6/02,Comércio atacadista de mármores e granitos,,2,2
4679-6/03,"Comércio atacadista de vidros, espelhos e vitrais",,2,2
4679-6/04,Comércio atacadista especializado de materiais de construção não especificados anteriormente,,2,2
4679-6/99,Comércio atacadista de materiais de construção em geral,,2,2
4681-8/01,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)",,2,2
4681-8/02,Comércio atacadista de combustíveis realizado por transportador retalhista (TRR),,2,2
4681-8/03,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante",,2,2
4681-8/04,Comércio atacadista de combustíveis de origem mineral em bruto,,2,2
4681-8/05,Comércio atacadista de lubrificantes,,2,2
4682-6/00,Comércio atacadista de gás liquefeito de petróleo (GLP),,2,2
4683-4/00,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",,2,2
4684-2/01,Comércio atacadista de resinas e elastômeros,,2,2
4684-2/02,Comércio atacadista de solventes,,2,2
4684-2/99,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,,2,2
4685-1/00,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",,2,2
4686-9/01,Comércio atacadista de papel e papelão em bruto,,2,2
4686-9/02,Comércio atacadista de embalagens,,2,2
4687-7/01,Comércio atacadista de resíduos de papel e papelão,,2,2
4687-7/02,"Comércio atacadista de resíduos e sucatas não metálicos, exceto de papel e papelão",,2,2
4687-7/03,Comércio atacadista de resíduos e sucatas metálicos,,2,2
4689-3/01,"Comércio atacadista de produtos da extração mineral, exceto combustíveis",,2,2
4689-3/02,Comércio atacadista de fios e fibras beneficiados,,2,2
4689-3/99,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,,2,2
